nct_id,title,status,risk_label,risk_group,phase,study_type,sponsor_class,sex,enrollment_type,enrollment_count,log_enrollment_count,num_conditions,num_interventions,num_locations,num_countries,eligibility_text_length,brief_summary_length,start_year,has_placebo,adult_only,phase_missing,maximum_age_missing,locations_missing,interventions_missing
NCT02656290,COMMENCE Pulmonary: Clinical Evaluation of Edwards Pericardial Aortic Bioprosthesis (Model 11000A) for Pulmonary Valve Replacement,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,26.0,3.295836866004329,3,1,1,1,3094,278,2015.0,0,0,1,0,0,0
NCT06747897,An Observational Study to Gather Real-World User Feedback on DIPROBASE® Advanced Eczema Cream in Adults and Children With Eczema or Dry Skin,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,INDUSTRY,ALL,ACTUAL,300.0,5.707110264748875,1,1,1,1,627,1713,2024.0,0,1,1,0,0,0
NCT06108297,Lithium Long COVID Dose-finding Study,COMPLETED,0,low risk,PHASE1,INTERVENTIONAL,OTHER,ALL,ACTUAL,5.0,1.791759469228055,1,1,1,1,1305,198,2023.0,1,1,0,0,0,0
NCT05156697,ACTivating Fat OXidation Through Capsinoids,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,MALE,ACTUAL,30.0,3.4339872044851463,1,2,2,1,816,1305,2019.0,1,1,1,0,0,0
NCT03630497,BN201 SAD MAD Study in Healthy Subjects,COMPLETED,0,low risk,PHASE1,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,48.0,3.8918202981106265,2,1,1,1,6133,1264,2018.0,1,1,0,0,0,0
NCT05237297,"Study to Evaluate Pharmacokinetic Drug Interactions and Safety of Naproxen, Aceclofenac, Celecoxib and Ilaprazole",COMPLETED,0,low risk,PHASE1,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,72.0,4.290459441148391,1,4,1,1,5372,135,2022.0,0,1,0,0,0,0
NCT00100997,17-N-Allylamino-17-Demethoxygeldanamycin in Treating Patients With Chronic Phase Chronic Myelogenous Leukemia That Did Not Respond to Imatinib Mesylate,COMPLETED,0,low risk,PHASE1,INTERVENTIONAL,OTHER,ALL,MISSING,,,1,1,1,1,3408,538,2004.0,0,1,0,0,0,0
NCT07269197,Association of SGLT2 Inhibitors Therapy With Elastographic and Molecular Markers of Liver Injury in Type 2 Diabetes,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,67.0,4.219507705176107,2,1,1,1,1419,923,2024.0,0,1,1,0,0,0
NCT00401297,Th1/Th2 Polarization and Linkage to L. Viannia Infection Outcomes,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,122.0,4.812184355372417,1,0,1,1,1966,718,2006.0,0,1,1,0,0,0
NCT00731510,MEDEX Hidden Valley 2008,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,44.0,3.8066624897703196,1,2,1,1,181,545,2008.0,0,1,1,0,0,0
NCT07122310,Comparative Study of a 1064-nm Fractional Picosecond Laser Versus IPL in Facial Rejuvenation,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,FEMALE,ACTUAL,38.0,3.6635616461296463,3,2,1,1,982,947,2021.0,0,1,1,0,0,0
NCT00371410,"Sequentially Combined Vitrectomy, IVTA and Macular Focal Laser Photocoagulation for Diabetic Macular Edema",COMPLETED,0,low risk,PHASE1,INTERVENTIONAL,OTHER,ALL,MISSING,,,1,3,1,1,408,606,2005.0,0,1,0,0,0,0
NCT01085110,Persistent Pain After Laparoscopic Inguinal Hernia Repair,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,MALE,ACTUAL,11.0,2.4849066497880004,3,0,1,1,356,184,2010.0,0,1,1,0,0,0
NCT00337610,Sitagliptin Metformin Add-on Study in Patients With Type 2 Diabetes Mellitus,COMPLETED,0,low risk,PHASE3,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,190.0,5.25227342804663,1,2,0,0,580,183,2006.0,1,1,0,0,0,0
NCT04387110,Ocrelizumab in Breastmilk,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,FEMALE,ACTUAL,30.0,3.4339872044851463,2,1,1,1,783,597,2020.0,0,1,1,0,0,0
NCT04751110,Ultrasound Guided Rhomboid Intercostal Block for Myofascial Pain Syndrome,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,30.0,3.4339872044851463,1,1,1,1,338,797,2021.0,0,1,1,0,0,0
NCT04790110,7 Year Follow up Analysis on the Speed of Progression of Tooth Wear Using 3D Subtraction,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,55.0,4.02535169073515,3,0,1,1,442,317,2011.0,0,1,1,0,0,0
NCT04389710,Convalescent Plasma for the Treatment of COVID-19,COMPLETED,0,low risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,52.0,3.970291913552122,1,1,1,1,1002,882,2020.0,0,1,0,0,0,0
NCT04542213,Dipeptidyl Peptidase-4 Inhibitor (DPP4i) for the Control of Hyperglycemia in Patients With COVID-19,COMPLETED,0,low risk,PHASE3,INTERVENTIONAL,OTHER,ALL,ACTUAL,70.0,4.2626798770413155,2,2,1,1,387,904,2020.0,0,1,0,0,0,0
NCT06121713,Effect of Green Coffee Extract Combined With Alpha-Lipoic Acid on Blood Glucose Homeostasis in Healthy Adults,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,20.0,3.044522437723423,1,3,1,1,758,1178,2024.0,1,1,1,0,0,0
NCT01160913,Optimal Site of Administration for Continuous Wound Infusion After Cesarean Section,COMPLETED,0,low risk,PHASE3,INTERVENTIONAL,OTHER,FEMALE,ACTUAL,56.0,4.04305126783455,1,2,1,1,183,324,2007.0,0,1,0,0,0,0
NCT05573113,Comparative Effectiveness Trial for Diagnosis of Necrotizing Enterocolitis,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,169.0,5.135798437050262,1,2,2,1,311,126,2022.0,0,0,1,0,0,0
NCT00605813,Special Investigation Of Long Term Use Of Sertraline.,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,INDUSTRY,ALL,ACTUAL,542.0,6.297109319933935,2,1,0,0,254,422,2007.0,0,0,1,0,0,0
NCT03937713,Effectiveness of Combining Behavioral and Pharmacologic Therapy for Complex Insomnia in Veterans With PTSD,COMPLETED,0,low risk,PHASE4,INTERVENTIONAL,FED,ALL,ACTUAL,53.0,3.9889840465642745,1,2,1,1,1664,719,2019.0,0,1,0,0,0,0
NCT03897660,MaxSimil and Vitamin K2: Determining Their Bioavailability,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,22.0,3.1354942159291497,1,3,1,1,2434,2467,2019.0,0,1,1,0,0,0
NCT01154660,Effects of Increased Tidal Volume on Internal Jugular Vein Cross-sectional Area,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,40.0,3.713572066704308,2,1,1,1,214,334,2010.0,0,1,1,0,0,0
NCT03428360,Safety and Tolerability Study of Diazepam Buccal Film (DBF) in Subjects With Epilepsy,COMPLETED,0,low risk,PHASE3,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,149.0,5.0106352940962555,1,1,6,1,4395,370,2018.0,1,0,0,0,0,0
NCT02063360,DDI Study of BMS-663068 With Etravirine (ETR) and/or Darunavir (DVR) + Ritonavir (RTV),COMPLETED,0,low risk,PHASE1,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,42.0,3.7612001156935624,1,4,0,0,590,150,2014.0,0,1,0,0,0,0
NCT04655560,Understanding Barriers and Facilitators to the Participation of Women Living With HIV in Clinical Trials : a Mixed-method Study (EVA),COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,FEMALE,ACTUAL,20.0,3.044522437723423,1,1,1,1,374,645,2020.0,0,1,1,0,0,0
NCT05695560,A Survey to Describe the Experience and Unmet Needs of Persons Living With Von Willebrand Disease (VWD) and Their Caregivers,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,INDUSTRY,ALL,ACTUAL,12.0,2.5649493574615367,1,1,1,1,1889,712,2023.0,0,0,1,0,0,0
NCT05654220,Linking Emergency Department Patients to Assistance Programs Study,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,161.0,5.087596335232384,1,1,1,1,1507,858,2023.0,0,1,1,0,0,0
NCT05807620,A 12 Week Study to Evaluate the Efficacy of an Eye Cream,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,INDUSTRY,FEMALE,ACTUAL,40.0,3.713572066704308,4,3,1,1,474,339,2022.0,0,1,1,0,0,0
NCT03896360,Study of the Food Order Behavioral Intervention in Prediabetes,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,79.0,4.382026634673881,2,2,1,1,1171,404,2019.0,0,1,1,0,0,0
NCT00963560,Presbyopia-Correcting Intraocular Lenses (IOLs),COMPLETED,0,low risk,PHASE4,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,132.0,4.890349128221754,1,3,1,1,229,201,2009.0,0,1,0,0,0,0
NCT02298920,AZD0914 Phase 1 ADME Study in Healthy Volunteers,COMPLETED,0,low risk,PHASE1,INTERVENTIONAL,INDUSTRY,MALE,ESTIMATED,6.0,1.9459101490553132,1,1,2,1,1890,116,2015.0,0,1,0,0,0,0
NCT06461520,Effects of Maze Balance Board Training on Balance in Children With Hearing Impairment.,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,36.0,3.6109179126442243,1,2,1,1,558,1071,2024.0,0,0,1,0,0,0
NCT03623620,Preventing Depressive Relapse in Pregnant Women With Recurrent Depression,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,FEMALE,ACTUAL,500.0,6.2166061010848646,3,1,2,1,2276,476,2019.0,0,1,1,0,0,0
NCT00438620,The Feasibility of Physical Activity in Advanced Cancer Patients,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,30.0,3.4339872044851463,1,1,1,1,423,397,2006.0,0,1,1,0,0,0
NCT02936349,Graded TTCE for Post-Embolization PAVM Monitoring,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,32.0,3.4965075614664802,1,1,1,1,529,477,2016.0,0,1,1,0,0,0
NCT00002347,The Safety and Effectiveness of Retrovir Plus HIVID Combined With Either Nevirapine or Invirase in the Treatment of HIV Infection,COMPLETED,0,low risk,PHASE2,INTERVENTIONAL,INDUSTRY,ALL,MISSING,225.0,5.420534999272286,1,4,1,1,2327,559,,0,0,0,0,0,0
NCT02083549,Evaluating URMC's Massive Transfusion Protocol,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,2.0,1.0986122886681098,3,1,1,1,183,1115,2013.0,0,1,1,0,0,0
NCT01081249,Effects of Oxytocin on Behavior and Physiology in a Psychotherapy Setting,COMPLETED,0,low risk,PHASE4,INTERVENTIONAL,INDIV,MALE,ACTUAL,18.0,2.9444389791664403,2,2,1,1,250,409,2008.0,1,1,0,0,0,0
NCT03239249,The Cluster-randomized Evaluation of the IKO-model,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,7678.0,8.946244609330543,1,2,42,1,268,1421,2016.0,0,0,1,0,0,0
NCT02400749,Apremilast in Palmo-Plantar Psoriasis,COMPLETED,0,low risk,PHASE4,INTERVENTIONAL,OTHER,ALL,ACTUAL,100.0,4.61512051684126,1,2,11,2,3823,1907,2015.0,1,1,0,0,0,0
NCT00089349,Alemtuzumab With or Without Methotrexate and Mercaptopurine in Treating Young Patients With Relapsed Acute Lymphoblastic Leukemia,COMPLETED,0,low risk,PHASE2,INTERVENTIONAL,NIH,ALL,ACTUAL,25.0,3.258096538021482,1,3,1,1,2303,586,2004.0,0,0,0,0,0,0
NCT01275638,The Effect of Moderate-Dose Steroid Therapy in Sepsis,COMPLETED,0,low risk,PHASE4,INTERVENTIONAL,OTHER,ALL,ACTUAL,55.0,4.02535169073515,1,1,0,0,470,309,2005.0,0,0,0,0,0,0
NCT03437538,Reduction Ratio and Clearance During Hemodialysis With MCO-filter Compared to HDF With Standard High-flux Filter,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,18.0,2.9444389791664403,3,2,1,1,175,455,2018.0,0,1,1,0,0,0
NCT01400438,Experience of the Patient Treated With Trastuzumab (Herceptin ®) as Adjuvant for Breast Cancer,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,FEMALE,ACTUAL,70.0,4.2626798770413155,1,2,1,1,1320,842,2011.0,0,1,1,0,0,0
NCT07310238,Dual-Task Improvement in Parkinson's Via rTMS,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,41.0,3.7376696182833684,4,2,1,1,522,925,2022.0,0,1,1,0,0,0
NCT05195138,Mindfulness-Based Diabetes Education for Adults With Elevated Diabetes Distress,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,36.0,3.6109179126442243,1,2,1,1,750,522,2023.0,0,1,1,0,0,0
NCT02036658,Emotion Regulation During RCT of CBT vs. MBSR for Social Anxiety Disorder,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,108.0,4.6913478822291435,1,2,1,1,733,216,2011.0,0,1,1,0,0,0
NCT04760158,Comparison of New Technique Taping and Placebo Taping on Patellofemoral Pain Syndrome: A Randomised Controlled Study,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,39.0,3.6888794541139363,1,1,1,1,961,607,2019.0,1,1,1,0,0,0
NCT02798458,Evaluation of the Gastrointestinal Manifestation of Fabry's Disease,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,48.0,3.8918202981106265,1,2,1,1,1617,685,2016.0,0,1,1,0,0,0
NCT00339248,Markers for Breast Cancer,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,NIH,FEMALE,MISSING,2632.0,7.87587915949631,1,0,1,1,887,1393,2004.0,0,0,1,0,0,0
NCT02937948,Adaptative Radiotherapy for Locally Advanced Cervical Cancer,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,FEMALE,ACTUAL,85.0,4.454347296253507,1,2,12,1,1089,285,2017.0,0,1,1,0,0,0
NCT03231748,Clearance of Inflammatory Cytokines During Renal Replacement Therapy Using the EMIC®2 Filter,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,12.0,2.5649493574615367,1,0,1,1,440,293,2017.0,0,1,1,0,0,0
NCT00551148,"A Dose-ranging, Multicenter Polysomnography Trial of PD 0200390 in Adults With Primary Insomnia",COMPLETED,0,low risk,PHASE2,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,92.0,4.532599493153256,1,5,16,1,1062,129,2007.0,1,1,0,0,0,0
NCT01228448,In-Room PET in Proton Radiation Therapy,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,59.0,4.0943445622221,3,1,1,1,401,380,2010.0,0,1,1,0,0,0
NCT04257448,Safety and Tolerance of Epigenetic and Immunomodulating Drugs Combined With Chemotherapeutics in Patients Suffering From Advanced Pancreatic Cancer,COMPLETED,0,low risk,PHASE1; PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,75.0,4.330733340286331,3,6,9,1,5440,441,2020.0,0,1,0,0,0,0
NCT00539448,"Gulf, Lantus, Apidra Evaluation in Type 1 Diabetics Study",COMPLETED,0,low risk,PHASE4,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,98.0,4.59511985013459,1,2,4,4,849,373,2007.0,0,1,0,0,0,0
NCT02684448,Evaluation of Clinical Outcomes in Robotic-Assisted Inguinal Hernia Repair,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,INDUSTRY,ALL,ACTUAL,1258.0,7.138073034044347,3,1,2,1,950,606,2016.0,0,1,1,0,0,0
NCT04447248,qCTG and Doppler Ultrasound in the Detection of Hypoxia Among FGR Fetuses,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,FEMALE,ACTUAL,1714.0,7.44716835960004,1,1,0,0,601,261,2011.0,0,1,1,0,0,0
NCT01693848,"""Cancersensor"" Metastasis Resection",COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER_GOV,ALL,ACTUAL,10.0,2.3978952727983707,1,0,1,1,915,219,2012.0,0,1,1,0,0,0
NCT01550848,A Phase II Study of Abraxane Gemcitabine Combination in Patients With Metastatic Breast Cancer,COMPLETED,0,low risk,PHASE2,INTERVENTIONAL,OTHER,FEMALE,ESTIMATED,84.0,4.442651256490317,1,1,1,1,1064,151,2012.0,0,1,0,0,0,0
NCT00193648,Pilot Studies of Novel Therapies to Treat Resistant Focal Segmental Glomerulosclerosis (FSGS),COMPLETED,0,low risk,PHASE1,INTERVENTIONAL,OTHER,ALL,ACTUAL,21.0,3.091042453358316,1,2,2,1,2702,1316,2005.0,0,0,0,0,0,0
NCT07449455,Assessing the Effect of Staff Education on Unused Peripheral Venous Catheter Rates in Emergency Departments.,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,516.0,6.248042874508429,1,1,1,1,397,819,2024.0,0,1,1,0,0,0
NCT01550055,Study of CMAB009 to Treat KRAS Wild Type Metastatic Colorectal Cancer,COMPLETED,0,low risk,PHASE2; PHASE3,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,512.0,6.240275845170769,1,2,0,0,1109,259,2009.0,0,1,0,0,0,0
NCT01371955,Impact of c242T Polymorphism of p22phox in Diabetic type1 Nephropathy,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,162.0,5.093750200806762,2,0,1,1,194,888,2011.0,0,1,1,0,0,0
NCT00933855,Patient Communication Training Intervention,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,32.0,3.4965075614664802,1,1,1,1,482,142,2009.0,0,1,1,0,0,0
NCT00974155,The Early Medication Change (EMC) Trial,COMPLETED,0,low risk,PHASE4,INTERVENTIONAL,OTHER,ALL,ACTUAL,889.0,6.7912214627261855,1,2,1,1,3443,355,2009.0,0,1,0,0,0,0
NCT05946655,Diagnostics of Chronic Endometritis in Infertility,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,FEMALE,ACTUAL,102.0,4.634728988229636,3,1,1,1,387,1014,2021.0,0,1,1,0,0,0
NCT02372747,Comparison of Delta-Shaped and Billroth II After TLDG,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,78.0,4.3694478524670215,1,2,0,0,440,165,2012.0,0,0,1,0,0,0
NCT03781349,TENS of MENS for Rotator Cuff Tear,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,42.0,3.7612001156935624,1,2,1,1,640,202,2015.0,0,1,1,0,0,0
NCT00462449,Efficacy of Functional Electrical Stimulation (FES) in Persons Receiving Botulinum Neurotoxin for Upper Extremity Spasticity,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,23.0,3.1780538303479458,3,1,1,1,2806,1478,2007.0,0,1,1,0,0,0
NCT00869349,Living Well With Rheumatoid Arthritis,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,79.0,4.382026634673881,1,2,1,1,361,598,2008.0,0,1,1,0,0,0
NCT02217449,Virtual Chromoendoscopy for Distal Polyps,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,230.0,5.442417710521793,1,1,1,1,225,142,2011.0,0,1,1,0,0,0
NCT00311649,Open Label Evaluation of H5N1 Vaccine at Vaccine Manufacturing Facilities,COMPLETED,0,low risk,PHASE1; PHASE2,INTERVENTIONAL,NIH,ALL,ACTUAL,83.0,4.430816798843313,1,1,1,1,1984,999,2005.0,0,1,0,0,0,0
NCT01537549,Alpha-lipoic Acid/L-acetyl Carnitine for Progressive Supranuclear Palsy,COMPLETED,0,low risk,PHASE1; PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,11.0,2.4849066497880004,1,1,1,1,637,547,2010.0,0,1,0,0,0,0
NCT02460549,Feasibility Study of an Intervention Therapeutic Education for Patients Treated With Androgen Deprivation,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,MALE,ACTUAL,9.0,2.302585092994046,1,1,2,1,660,472,2014.0,0,1,1,0,0,0
NCT00314249,Study of Milnacipran for the Treatment of Fibromyalgia,COMPLETED,0,low risk,PHASE3,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,1025.0,6.933423025730715,1,2,24,1,356,196,2006.0,1,1,0,0,0,0
NCT04734938,The Effect on Micronutrient Status of a Diet of 100% Huel,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,30.0,3.4339872044851463,1,1,1,1,434,444,2020.0,0,1,1,0,0,0
NCT02496949,A Phase Ib Study to Assess Safety and Efficacy of Oral Icaritin in Advanced Solid Tumors,COMPLETED,0,low risk,PHASE1,INTERVENTIONAL,OTHER,ALL,ACTUAL,28.0,3.367295829986474,1,1,1,1,2568,143,2011.0,0,1,0,0,0,0
NCT00636649,Escitalopram Treatment of Night Eating Syndrome,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,40.0,3.713572066704308,1,2,2,1,694,208,2008.0,1,1,1,0,0,0
NCT03535558,Fluoroquinolone Associated Disability,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,INDUSTRY,ALL,ACTUAL,239306.0,12.38550252545359,3,3,1,1,756,635,2018.0,0,1,1,0,0,0
NCT06369558,Plyometric Exercise Training in Athletes With Chronic Low Back Pain,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,32.0,3.4965075614664802,1,2,1,1,316,191,2024.0,0,1,1,0,0,0
NCT00344526,Intensive Versus Conventional Treatment in Patients With Primary Amyloidosis,COMPLETED,0,low risk,PHASE3,INTERVENTIONAL,OTHER,ALL,MISSING,100.0,4.61512051684126,1,3,8,1,312,496,2000.0,0,1,0,0,0,0
NCT03011658,Serum Cortisol Levels in Patients With Anxiety and Depression With Symptomatic Oral Lichen Planus,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,60.0,4.110873864173311,1,1,1,1,365,1251,2016.0,0,1,1,0,0,0
NCT01206426,Genetic Determinants of Response to Neoadjuvant Cisplatin-based Chemotherapy in Urothelial Cancer,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,79.0,4.382026634673881,1,0,1,1,723,350,2009.0,0,1,1,0,0,0
NCT03848026,Tympanostomy Tube Extrusion Time & Viscosity,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,33.0,3.5263605246161616,1,2,1,1,370,625,2018.0,0,0,1,0,0,0
NCT01645748,"Docetaxel, Cisplatin, and S-1 (TPS) Induction Chemotherapy in Locally Advanced Head and Neck Cancer",COMPLETED,0,low risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,35.0,3.58351893845611,1,3,1,1,633,248,2008.0,0,1,0,0,0,0
NCT03066778,A Study of Pembrolizumab (MK-3475) in Combination With Etoposide/Platinum (Cisplatin or Carboplatin) for Participants With Extensive Stage Small Cell Lung Cancer (MK-3475-604/KEYNOTE-604),COMPLETED,0,low risk,PHASE3,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,453.0,6.118097198041348,1,5,148,19,5395,1062,2017.0,1,1,0,0,0,0
NCT00908726,Population Pharmacokinetics/Pharmacodynamics (PK/PD) of Microemulsion Propofol in Healthy Volunteers,COMPLETED,0,low risk,PHASE1,INTERVENTIONAL,OTHER,ALL,ACTUAL,63.0,4.1588830833596715,1,1,1,1,416,1228,2009.0,0,1,0,0,0,0
NCT05783726,Testing Product Messages in Colombia,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,8086.0,8.998013113095823,1,4,1,1,195,649,2023.0,0,1,1,0,0,0
NCT05492526,The Use of Contextualised Body Data in Cardiac Rehabilitation (CR),COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER_GOV,ALL,ACTUAL,130.0,4.875197323201151,1,2,1,1,460,138,2021.0,0,0,1,0,0,0
NCT00925626,Sub-Vastus Versus Mid-Vastus Arthrotomy for Total Knee Arthroplasty: a Randomized Clinical Trial,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,100.0,4.61512051684126,1,2,1,1,308,201,2009.0,0,1,1,0,0,0
NCT05250726,"Use of a Treated, Devitalized and Sterile Meniscus Segment (MENISC-T) in the Treatment of Scaphotrapeziotrapezoid Osteoarthritis",COMPLETED,0,low risk,PHASE2,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,14.0,2.70805020110221,1,1,1,1,1028,208,2021.0,0,1,0,0,0,0
NCT02270138,An Experimental Study on Music and Sedentariness Among Mothers and Children,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,FEMALE,ACTUAL,150.0,5.017279836814924,1,1,1,1,334,1661,2014.0,0,0,1,0,0,0
NCT03466047,The Effect of Macronutrients on Satiety and Gut Hormone Responses,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,8.0,2.1972245773362196,1,6,1,1,649,944,2018.0,0,1,1,0,0,0
NCT00190047,Effects Of DP-b99 On Neurological Function In Subjects With Acute Ischemic Hemispheric Stroke,COMPLETED,0,low risk,PHASE2,INTERVENTIONAL,INDUSTRY,ALL,MISSING,150.0,5.017279836814924,3,1,22,2,2757,145,2005.0,0,1,0,0,0,0
NCT02573649,The Tilt Test-Induced REsponse in Closed-loop Stimulation (TIRECS) Study,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,30.0,3.4339872044851463,1,2,2,1,304,372,2015.0,0,1,1,0,0,0
NCT02725749,Low Level Laser Therapy Associated With Exercise in Subacromial Impingement Syndrome,COMPLETED,0,low risk,PHASE4,INTERVENTIONAL,OTHER,ALL,ACTUAL,60.0,4.110873864173311,1,3,0,0,577,1172,2013.0,1,1,0,0,0,0
NCT01518049,Clinical Validation of the Rating Scale for Psychotic Depression (RAS-PD),COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,50.0,3.9318256327243257,1,0,1,1,272,378,2012.0,0,1,1,0,0,0
NCT00485849,A Study of Atomoxetine for Attention Deficit and Hyperactive/Impulsive Behaviour Problems in Children With ASD,COMPLETED,0,low risk,PHASE4,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,12.0,2.5649493574615367,1,1,1,1,1273,285,2004.0,0,0,0,0,0,0
NCT03442049,Effects of Core Stability Training on Gait in Multiple Sclerosis Patients,COMPLETED,0,low risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,68.0,4.23410650459726,2,2,0,0,519,910,2015.0,0,1,1,0,0,0
NCT01720758,Assessment of the V600E Mutation in the B-RAF Gene in Chronic Lymphoproliferative Disease,COMPLETED,0,low risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,20.0,3.044522437723423,2,0,0,0,141,528,2012.0,0,1,1,0,0,0
